Days,Open,Close,Returns
1.0,79.76721658987015,57.78213542920507,-0.3224329480850995
2.0,57.78213542920507,98.72278337391525,0.5356361021047095
3.0,98.72278337391525,68.72485707959993,-0.3622047999392919
4.0,68.72485707959993,97.29120036235389,0.3475975924433522
5.0,97.29120036235389,57.64817589492061,-0.5233499417044128
6.0,57.64817589492061,74.20371438114833,0.25245560277586226
7.0,74.20371438114833,54.34087273336733,-0.3115375434896307
8.0,54.34087273336733,51.752656079947066,-0.04880090843116464
9.0,51.752656079947066,83.28871928504465,0.475837361208992
10.0,83.28871928504465,91.46581483122517,0.09365217681681284
11.0,91.46581483122517,72.86736303167771,-0.2273244503400045
12.0,72.86736303167771,87.17016496417216,0.1792212837331752
13.0,87.17016496417216,66.20825077549996,-0.2750570382159503
14.0,66.20825077549996,70.39674933644118,0.06134199865187837
15.0,70.39674933644118,69.96944032923004,-0.006088507898580099
16.0,69.96944032923004,66.34139799977235,-0.053244473448670955
17.0,66.34139799977235,93.87761252365783,0.34717783295725096
18.0,93.87761252365783,50.22610298893223,-0.625457068095447
19.0,50.22610298893223,60.765122271608575,0.19048110611106425
20.0,60.765122271608575,69.4170423934228,0.13311642746926053
21.0,69.4170423934228,58.94843379841868,-0.16346934666912505
22.0,58.94843379841868,63.02489106202233,0.0668666862587395
23.0,63.02489106202233,55.372550384357176,-0.1294457540486653
24.0,55.372550384357176,54.35112575249038,-0.018618664165474454
25.0,54.35112575249038,54.268181517810724,-0.0015272469119217882
26.0,54.268181517810724,97.52611829464864,0.5861821426174022
27.0,97.52611829464864,56.990060710202926,-0.5372433429509784
28.0,56.990060710202926,58.37301908383564,0.023976901964753435
29.0,58.37301908383564,52.82183468119632,-0.09992914023062273
30.0,52.82183468119632,55.00202551139441,0.04044537117561258
