Days,Open,Close,Returns
1.0,106.33317438909806,105.44477092539947,-0.008390001836664948
2.0,105.44477092539947,136.67902060699802,0.2594479441246615
3.0,136.67902060699802,100.9738350086888,-0.30277383767055727
4.0,100.9738350086888,134.6942021691244,0.28814561598480093
5.0,134.6942021691244,133.0902475795228,-0.011979588606389358
6.0,133.0902475795228,149.5656684789305,0.1167080990884993
7.0,149.5656684789305,116.22308571446291,-0.25222405349999555
8.0,116.22308571446291,118.61885842752186,0.02040398566024685
9.0,118.61885842752186,115.30335100923321,-0.028348992340989466
10.0,115.30335100923321,133.38185166673316,0.1456495895035141
11.0,133.38185166673316,113.90625856557318,-0.1578402629078945
12.0,113.90625856557318,134.4311037226419,0.1656760109803411
13.0,134.4311037226419,123.5468224870148,-0.08443161415568326
14.0,123.5468224870148,122.62630746653157,-0.0074786335211880954
15.0,122.62630746653157,143.11111020722092,0.1544797428671301
16.0,143.11111020722092,132.33767385174582,-0.07826453164365245
17.0,132.33767385174582,142.45521745190842,0.07367089545378122
18.0,142.45521745190842,130.23368076937962,-0.08969730563623018
19.0,130.23368076937962,129.98883786270088,-0.001881797011404934
20.0,129.98883786270088,125.53590624167126,-0.03485676101178377
21.0,125.53590624167126,105.02651090641305,-0.17837902005121029
22.0,105.02651090641305,120.30778375402203,0.13584052063561838
23.0,120.30778375402203,114.32228859601298,-0.05103177111661338
24.0,114.32228859601298,130.24908583614365,0.13042710944577884
25.0,130.24908583614365,118.18113094844641,-0.09723020649361717
26.0,118.18113094844641,131.1321415175625,0.10398707308295616
27.0,131.1321415175625,121.85392726276581,-0.07338251880803529
28.0,121.85392726276581,113.51353936040623,-0.07090089053163749
29.0,113.51353936040623,149.52530650846757,0.2755435334835676
30.0,149.52530650846757,130.73454515060308,-0.13429675837593627
