Days,Open,Close,Returns
1.0,108.86194018415651,92.08051879951284,-0.16741707696991048
2.0,92.08051879951284,100.3929134127277,0.08642822260435692
3.0,100.3929134127277,94.0948496059196,-0.06478830933408629
4.0,94.0948496059196,70.79975053572653,-0.28444783470705953
5.0,70.79975053572653,74.82618079323849,0.05531235715902266
6.0,74.82618079323849,82.36319382682348,0.09597082592086076
7.0,82.36319382682348,108.2365323664135,0.2731802865565764
8.0,108.2365323664135,89.0219076371353,-0.19543645415559438
9.0,89.0219076371353,79.38384901168634,-0.11458755805682837
10.0,79.38384901168634,78.72481606082155,-0.00833650410379542
11.0,78.72481606082155,79.56560210808314,0.01062343462581007
12.0,79.56560210808314,82.5512437562259,0.03683737182151168
13.0,82.5512437562259,85.22475575339573,0.03187271516227031
14.0,85.22475575339573,78.71279198306745,-0.07948626882071735
15.0,78.71279198306745,80.11494373673185,0.017656716882379037
16.0,80.11494373673185,109.00450519279613,0.30792681324072524
17.0,109.00450519279613,97.62744473503452,-0.11023056347247209
18.0,97.62744473503452,74.11891810281176,-0.27548784519807185
19.0,74.11891810281176,76.25023229967096,0.028349657287486486
20.0,76.25023229967096,82.9939376490953,0.08474710272073221
21.0,82.9939376490953,97.92075300504479,0.1653909439802737
22.0,97.92075300504479,70.30129007073629,-0.3313683591536228
23.0,70.30129007073629,106.59846183092598,0.41627893269090005
24.0,106.59846183092598,81.86245511511795,-0.2640286200262128
25.0,81.86245511511795,100.52503700056226,0.20536635860849556
26.0,100.52503700056226,92.84979787088236,-0.07942371000273313
27.0,92.84979787088236,77.47759492559743,-0.18099431402550614
28.0,77.47759492559743,102.44373856945211,0.27932495904848537
29.0,102.44373856945211,99.95081610577581,-0.02463552982335148
30.0,99.95081610577581,75.92667726453627,-0.27491012429498174
