Days,Open,Close,Returns
1.0,112.64386591374719,148.01712080406432,0.27309673539411705
2.0,148.01712080406432,135.4337209557378,-0.08884557177052438
3.0,135.4337209557378,107.65733444678473,-0.22952902257855595
4.0,107.65733444678473,144.98648504801713,0.29768717767813946
5.0,144.98648504801713,107.8173076195207,-0.29620233286676106
6.0,107.8173076195207,149.6600382660475,0.3279281116943068
7.0,149.6600382660475,106.51173484981008,-0.34011114487612
8.0,106.51173484981008,143.55721135014934,0.2984784756500773
9.0,143.55721135014934,117.78956823343762,-0.19783392871082398
10.0,117.78956823343762,146.60197653785923,0.2188215594827242
11.0,146.60197653785923,111.06007371187113,-0.2776500123591884
12.0,111.06007371187113,148.1017388801793,0.28782820293655537
13.0,148.1017388801793,112.62620675159198,-0.27382503181533335
14.0,112.62620675159198,126.35869425423112,0.11505021169661678
15.0,126.35869425423112,121.82292855822006,-0.03655605717935388
16.0,121.82292855822006,137.6581335092868,0.1222047330139073
17.0,137.6581335092868,121.72221268856883,-0.12303181480151332
18.0,121.72221268856883,102.05524547235908,-0.17622721443837158
19.0,102.05524547235908,100.92861529049722,-0.011100801284885175
20.0,100.92861529049722,123.88479508657824,0.20493857421480746
21.0,123.88479508657824,135.4447443138909,0.08921170424116359
22.0,135.4447443138909,149.65912378643708,0.09979643383169808
23.0,149.65912378643708,113.55925059851717,-0.276035467525374
24.0,113.55925059851717,101.06443819850487,-0.11656641704538177
25.0,101.06443819850487,103.83846738552604,0.027078178092555187
26.0,103.83846738552604,118.04703983932721,0.1282466942724549
27.0,118.04703983932721,144.98243014906757,0.20552937595805346
28.0,144.98243014906757,121.81948969421816,-0.17407220730821443
29.0,121.81948969421816,109.59964551458819,-0.10570621623203615
30.0,109.59964551458819,146.04540858869885,0.2870834509304247
