Days,Open,Close,Returns
1.0,53.13625332679445,87.96683085598855,0.5041003891939452
2.0,87.96683085598855,63.312876538481376,-0.32887109204217224
3.0,63.312876538481376,99.78963911603482,0.4549756321635095
4.0,99.78963911603482,51.10233775707294,-0.6692341166215948
5.0,51.10233775707294,71.54151778269838,0.33644770463292906
6.0,71.54151778269838,65.4925709903271,-0.08834123325318657
7.0,65.4925709903271,74.6964180796775,0.13149542403483638
8.0,74.6964180796775,80.6808747920155,0.07706941551565655
9.0,80.6808747920155,90.67241783646054,0.1167516518717886
10.0,90.67241783646054,86.08945950051736,-0.05186622529317624
11.0,86.08945950051736,60.87628414629935,-0.34654330635677083
12.0,60.87628414629935,65.5020910806369,0.0732383910408371
13.0,65.5020910806369,56.72442525849386,-0.14387716847935997
14.0,56.72442525849386,91.88945487813538,0.48238137861705666
15.0,91.88945487813538,70.96378078735924,-0.25841666003917396
16.0,70.96378078735924,89.7675613690756,0.23505406095260392
17.0,89.7675613690756,86.75248350978325,-0.03416463130592917
18.0,86.75248350978325,70.19675280585463,-0.21175699313698373
19.0,70.19675280585463,60.37402064652812,-0.15074316296939694
20.0,60.37402064652812,96.80126783764727,0.4721012010274616
21.0,96.80126783764727,81.52648756429745,-0.17173212345868957
22.0,81.52648756429745,84.63582007986321,0.03742961396639197
23.0,84.63582007986321,84.75252648655933,0.0013779746662482314
24.0,84.75252648655933,84.88906177459904,0.0016096915729294542
25.0,84.88906177459904,84.94838882351934,0.0006986333240922984
26.0,84.94838882351934,94.18950486401961,0.10326488027817733
27.0,94.18950486401961,79.63339314923729,-0.1678752452373622
28.0,79.63339314923729,60.26142288109514,-0.27874137101684376
29.0,60.26142288109514,84.80625743050906,0.3416771847415322
30.0,84.80625743050906,59.34083175879373,-0.35707169893344015
